JobDate,Employer,SOC,MinHrlySalary,Exp,Edu,NAICS3,SK
2022-06-03,Illumina Incorporated,11-3061,10.0,5.0,16.0,334.0,"procurement,procurement contracts,project planning and development skills,risk management,written communication,project management,lean manufacturing,cost control,business administration,request for proposal (rfp),multi-tasking,procurement issues,purchasing,vaccination,calibration,sap,communication skills,strategic sourcing,enterprise resource planning (erp)"
2022-09-20,Fifco Usa,11-2021,11.13,6.0,16.0,312.0,"planning,independent thinking,trade marketing,microsoft powerpoint,sales,consumer goods industry knowledge,organizational skills,social media,teamwork / collaboration,people management,scheduling,strategic recommendations,microsoft excel,promotional campaigns,budgeting,brand planning,presentation skills,project management,research,creativity,analytical skills,brand experience,brand management"
2022-04-30,"Universal Pure, Llc",11-3071,20.19,2.0,0.0,311.0,"repair,equipment inspection,bilingual,onboarding,customer service,problem analysis,general office duties,written communication,warehouse operations,communication skills,employee relations,employee training,planning,supervisory skills,inventory management,budgeting,inventory control,detail-oriented,scheduling"
2022-07-07,Hyster-Yale Materials Handling,11-9041,67.31,15.0,18.0,333.0,"systems development,embedded systems,procurement,quality management,customer contact,decision making,battery testing and installation,empower,supplier management,c (programming language),project management,presentation skills,communication skills,energy systems,engineering management,wiring,planning,budgeting,actuators,forklift operation,teamwork / collaboration,product development"
2022-09-08,Crown Bakeries Llc,11-3071,30.29,7.0,16.0,311.0,"analytical skills,supply chain management,self-starter,written communication,business administration,creativity,warehouse management,business acumen,staff management,forklift operation,logistics management,product distribution,teamwork / collaboration,budgeting,creative problem solving,logistics,music,time management,consumer goods industry knowledge,problem solving"
2022-06-08,"Anheuser-Busch Companies, Inc.",11-1021,62.69,7.0,16.0,312.0,"manufacturing processes,operations management,leadership,budgeting,performance management,communication skills,problem solving,process improvement,business acumen"
2022-09-01,EnerSys,11-9199,14.5,6.0,14.0,335.0,"invoicing,floor plans,microsoft office,project management,microsoft visio,building effective relationships,microsoft project,project planning and development skills,managing subcontractors,scheduling,microsoft excel,schematic diagrams,teamwork / collaboration,supervisory skills,key performance indicators (kpis),budgeting,physical abilities,communication skills,revenue projections"
2022-06-09,"Russell Stover Chocolates, Llc",11-9041,37.02,5.0,16.0,311.0,"building effective relationships,presentation skills,materials planning,research,microsoft office,project management,written communication,supplier management,troubleshooting,packaging,data entry,quality management,procurement,record keeping,communication skills,material flow management,strategic sourcing,enterprise resource planning (erp),problem solving,production schedules,sap,inventory monitoring,order management,planning,microsoft excel,process engineering,inventory maintenance,manufacturing resource planning (mrp),quality assurance and control,materials control,manufacturing processes,food safety,teamwork / collaboration,purchasing,siemens nixdorf hardware,budgeting,commodity management,leadership,good manufacturing practices (gmp)"
2022-09-17,The Boeing Company,11-9041,77.64,10.0,16.0,336.0,"building effective relationships,process improvement,air vehicle engineering,chemistry,budgeting,engineering leadership,scheduling,export compliance,physics,business strategy,collective bargaining,engineering management"
2022-09-20,Novartis,11-9121,10.65,5.0,16.0,325.0,"biotechnology,communication skills,strategic thinking,sales leadership,vaccines,vaccination,teamwork / collaboration,organizational skills,cancer knowledge,oncology,account management,building effective relationships,business acumen"
2022-05-08,United States Fleet Forces Command,11-3121,45.75,1.0,12.0,336.0,"labor relations,written communication,conflict management,research,performance appraisals,communication skills,personnel management,employee relations,planning,oral communication,vaccination,organizational skills,copying,performance analysis,vaccines,appointment setting"
2022-09-27,Franz Family Bakery,11-9051,45.67,5.0,16.0,311.0,"microsoft office,written communication,cost control,process improvement,performance appraisals,presentation skills,meeting deadlines,communication skills,work area maintenance,stakeholder management,cleaning,problem solving,planning,scheduling,surveys,quality assurance and control,multi-tasking,food safety,teamwork / collaboration,operations management,leadership,performance analysis,budgeting"
2022-10-21,Onsite Woodwork,11-9199,24.04,3.0,0.0,321.0,"planning,communication skills,verbal / oral communication,computer literacy,carpentry,detail-oriented,energetic,microsoft excel,finish carpentry,microsoft word,woodwork,writing,estimating,project management,cost control,building effective relationships,shop drawings,construction management"
2022-12-10,Applied Materials,11-9111,68.75,15.0,16.0,334.0,"business planning,engineering projects,process sequencing,strategic partnerships,experiments,communication skills,problem solving,customer service,customer accounts,semiconductor industry knowledge,equipment development,troubleshooting"
2022-09-11,Hewlett-Packard,11-2021,86.54,7.0,16.0,334.0,"description and demonstration of products,product management,mentoring,product marketing,pricing strategy,policy establishment"
2022-11-07,Northrop Grumman,11-9199,52.21,9.0,16.0,336.0,"purchasing,teamwork / collaboration,scheduling,budgeting,problem solving,communication skills,verbal / oral communication,business acumen,project management,written communication,writing"
2022-03-11,Astrazeneca,11-2022,72.74,3.0,16.0,325.0,"communication skills,sales,medical sales,sales management,hospital sales,managed care,financial management,teamwork / collaboration,pharmaceutical sales,sales training,mentoring,customer contact"
2022-02-05,Ariel Corporation,11-9021,26.44,3.0,12.0,333.0,"real estate experience,project management,scheduling,prospective clients"
2022-09-03,Sierra Nevada Corporation,11-9199,48.93,2.0,16.0,336.0,"conflict management,program management,defense federal acquisition regulations,federal acquisition regulation,capability maturity model (cmm),mentoring,pmbok,capability maturity model integration (cmmi),c4isr,procurement,staff management,vaccination,succession planning,iso 9001 standards,flight training,teamwork / collaboration,logistics,strategic thinking,team building,vaccines,budgeting,litigation,stakeholder management,communication skills,time management,data architecture,emulation,change management"
2022-10-05,Colgate-Palmolive Company,11-9199,51.81,10.0,16.0,325.0,"data analysis,building effective relationships,risk management,workers' compensation,analytical skills,decision making,meeting deadlines,critical thinking,cash flow analysis,experiments,budgeting,accounting,teamwork / collaboration,financial reporting,scheduling,people management,derivatives,balance sheet,planning,financial analysis,generally accepted accounting principles (gaap),month-end close processes,sap,sarbanes-oxley (sox),financial statements,communication skills"
